Job_ID,Agency,Posting_Type,#_Of_Positions,Business_Title,Civil_Service_Title,Level,Job_Category,Full-Time/Part-Time_indicator,Salary_Range_From,Salary_Range_To,Salary_Frequency,Work_Location,Division/Work_Unit,Preferred_Skills,Hours/Shift,Work_Location_1,Residency_Requirement,Posting_Date,Post_Until,Posting_Updated,Process_Date,salary_from,salary_to,avg_salary,salary_range_diff,posting_year,job_posting_age_days,has_masters_degree
425848,LAW DEPARTMENT,Internal,1,Claim Specialist Assistant Supervisor,CLAIM SPECIALIST,2,Legal Affairs,F,51079,58741,Annual,"100 Church St., N.Y.",Tort: New York,"Preferred candidates will have an educational background in U.S. Law, U.S. Legal Studies, U.S. Paralegal Studies, U.S. Political Science, and/or experience in paralegal (legal assistant) services involving the American legal system.  Preferred candidates will also have excellent interpersonal, and communication (oral and written) skills.  Very good organizational and computer skills (good working knowledge of the MS Office Suite: Excel, Outlook, PowerPoint, and Word). Proficiency in LexisNexis, Lexis Advance, Adobe Acrobat, and Court-related sites is a plus.  Candidates should be able to use discretion when handling sensitive, confidential documents and information; and have the ability to work independently as well as a part of a team.",This is a full time position consisting of 35 hours per week.,"100 Church St., N.Y. is the main location; however, the work location may be in one of the 5 NYC boroughs.","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",12/13/2019,2019-12-27T00:00:00.000,2019-12-13T00:00:00.000,2019-12-17T00:00:00.000,51079.0,58741.0,54910.0,7662.0,2019,"",0
425855,HOUSING PRESERVATION & DVLPMNT,External,1,Construction Project Manager,CONSTRUCTION PROJECT MANAGER,1,"Public Safety, Inspections, & Enforcement",F,57078,65640,Annual,"516 Bergen St., Brooklyn",ERP - Brooklyn,"candidates must have one additional year of satisfactory full-time experience working in Assignment Level I; or one additional year of satisfactory full-time experience as described in \"\"1\"\" above.  6.  For Assignment to Level III",license suspension or an accident record,"you may be disqualified.\"","","","","516 Bergen St., Brooklyn","",57078.0,65640.0,61359.0,8562.0,"","",0
425855,HOUSING PRESERVATION & DVLPMNT,Internal,1,Construction Project Manager,CONSTRUCTION PROJECT MANAGER,1,"Public Safety, Inspections, & Enforcement",F,57078,65640,Annual,"516 Bergen St., Brooklyn",ERP - Brooklyn,"candidates must have one additional year of satisfactory full-time experience working in Assignment Level I; or one additional year of satisfactory full-time experience as described in \"\"1\"\" above.  6.  For Assignment to Level III",license suspension or an accident record,"you may be disqualified.\"","","","","516 Bergen St., Brooklyn","",57078.0,65640.0,61359.0,8562.0,"","",0
425860,LAW DEPARTMENT,External,1,"Assistant Borough Chief, Special Victims Unit",ASSISTANT CORPORATION COUNSEL,0,Legal Affairs,F,101077,142057,Annual,"350 Jay St, Brooklyn  Ny",Family Court: New York,"","","",New York City Residency is not required for this position.,12/16/2019,2020-01-15T00:00:00.000,2019-12-16T00:00:00.000,2019-12-17T00:00:00.000,101077.0,142057.0,121567.0,40980.0,2019,"",0
425860,LAW DEPARTMENT,Internal,1,"Assistant Borough Chief, Special Victims Unit",ASSISTANT CORPORATION COUNSEL,0,Legal Affairs,F,101077,142057,Annual,"350 Jay St, Brooklyn  Ny",Family Court: New York,"","","",New York City Residency is not required for this position.,12/16/2019,2020-01-11T00:00:00.000,2019-12-16T00:00:00.000,2019-12-17T00:00:00.000,101077.0,142057.0,121567.0,40980.0,2019,"",0
425884,LAW DEPARTMENT,External,1,"Assistant Borough Chief, Major Case Unit",ASSISTANT CORPORATION COUNSEL,0,Legal Affairs,F,101077,142057,Annual,"350 Jay St, Brooklyn  Ny",Family Court: Brooklyn,"","","",New York City Residency is not required for this position.,12/13/2019,2020-01-12T00:00:00.000,2019-12-13T00:00:00.000,2019-12-17T00:00:00.000,101077.0,142057.0,121567.0,40980.0,2019,"",0
425884,LAW DEPARTMENT,Internal,1,"Assistant Borough Chief, Major Case Unit",ASSISTANT CORPORATION COUNSEL,0,Legal Affairs,F,101077,142057,Annual,"350 Jay St, Brooklyn  Ny",Family Court: Brooklyn,"","","",New York City Residency is not required for this position.,12/13/2019,2020-01-12T00:00:00.000,2019-12-13T00:00:00.000,2019-12-17T00:00:00.000,101077.0,142057.0,121567.0,40980.0,2019,"",0
425908,DEPARTMENT OF BUILDINGS,Internal,1,Borough Enforcement Attorney,AGENCY ATTORNEY,2,"Legal Affairs Public Safety, Inspections, & Enforcement",F,71423,82137,Annual,NYC - All Boroughs,Borough Enforcement,candidates must have one year of experience at Assignment Level I or two years of comparable legal experience subsequent to admission to the bar,"Demonstrate initiative, resourcefulness, ability to work independently and as part of a team on multiple assignments with minimal supervision.  Experience with Building Code, Zoning, Multiple Dwelling Law or land use law.  Knowledge of Microsoft Office programs, Lexis-Nexis, West Law etc.","",35 hours (minimum),"","","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-12-13T00:00:00.000,71423.0,82137.0,76780.0,10714.0,"","",0
425926,LAW DEPARTMENT,External,1,"Assistant Borough Chief/RTA Transfer Supervisor, Bronx, Family Court Division",ASSISTANT CORPORATION COUNSEL,0,Legal Affairs,F,101077,142057,Annual,"900 Sheridan Ave., Bronx",Family Court: Bronx,"","","",New York City Residency is not required for this position.,12/13/2019,2020-01-12T00:00:00.000,2019-12-13T00:00:00.000,2019-12-17T00:00:00.000,101077.0,142057.0,121567.0,40980.0,2019,"",0
425926,LAW DEPARTMENT,Internal,1,"Assistant Borough Chief/RTA Transfer Supervisor, Bronx, Family Court Division",ASSISTANT CORPORATION COUNSEL,0,Legal Affairs,F,101077,142057,Annual,"900 Sheridan Ave., Bronx",Family Court: Bronx,"","","",New York City Residency is not required for this position.,12/13/2019,2020-01-12T00:00:00.000,2019-12-13T00:00:00.000,2019-12-17T00:00:00.000,101077.0,142057.0,121567.0,40980.0,2019,"",0
426010,HRA/DEPT OF SOCIAL SERVICES,Internal,1,INFORMATION TECHNOLOGY ASSISTANT/TRAINER,COMPUTER ASSOC (SOFTWARE),1,Social Services,F,66597,76587,Annual,"109 E 16Th St., N.Y.",Adult Protective Services-NM,24 semester credits from an accredited college or graduate school in computer science or a related field,"all candidates must have at least a four-year high school diploma or its educational equivalent and at least one year of satisfactory full-time experience as described in \"\"1\"\" above.\"","â€¢  2+ years of experience in computer training and in developing technical training curriculums.  â€¢  2+ years of experience working for a technical help desk.  â€¢  Proficiency with the MS Office suite (including Visio, Access and InfoPath) and Adobe tools    (including Captivate and Robo Help).  â€¢  Ability to work well, develop and maintain productive working relationships and communicate    effectively with staff at all levels.",CANDIDATES MUST BE PERMANENT IN THE COMPUTER ASSOCIATE SOFTWARE I CIVIL SERVICE TITLE.   This position is open to qualified persons with a disability who are eligible for the 55-a Program. Please indicate in your cover letter that you would like to be considered for the position under the 55-a Program.â€    CLICK â€œTO APPLYâ€ NOW BUTTON,"","","",New York City Residency is not required for this position,66597.0,76587.0,71592.0,9990.0,"","",0
426019,TAXI & LIMOUSINE COMMISSION,Internal,1,Prosecuting Attorney,AGENCY ATTORNEY INTERNE,0,Legal Affairs,F,62397,75760,Annual,"31-00 47 Ave, 3 FL, LIC NY",Prosecution Division,"Interested candidates should have excellent written and verbal communication skills, effective problem-solving skills, and the ability to prioritize, manage time, and engage in multiple tasks in a fast-paced environment. Although not required, the successful applicant will likely have one or more of the following academic or professional experiences: litigation, and/or customer relations.  Bilingual proficiency preferred.","","31-00 47 Ave, 3 FL, LIC NY","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",12/16/2019,"",2019-12-16T00:00:00.000,2019-12-17T00:00:00.000,62397.0,75760.0,69078.5,13363.0,2019,"",0
426019,TAXI & LIMOUSINE COMMISSION,External,1,Prosecuting Attorney,AGENCY ATTORNEY INTERNE,0,Legal Affairs,F,62397,75760,Annual,"31-00 47 Ave, 3 FL, LIC NY",Prosecution Division,"Interested candidates should have excellent written and verbal communication skills, effective problem-solving skills, and the ability to prioritize, manage time, and engage in multiple tasks in a fast-paced environment. Although not required, the successful applicant will likely have one or more of the following academic or professional experiences: litigation, and/or customer relations.  Bilingual proficiency preferred.","","31-00 47 Ave, 3 FL, LIC NY","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",12/16/2019,"",2019-12-16T00:00:00.000,2019-12-17T00:00:00.000,62397.0,75760.0,69078.5,13363.0,2019,"",0
426041,HOUSING PRESERVATION & DVLPMNT,External,1,Administration & Internal Compliance - Budget Analyst,COMMUNITY COORDINATOR,0,"Finance, Accounting, & Procurement",F,54100,62215,Annual,100 Gold Street,Research and Reconciliation,"all candidates must have at least one year of experience as described in \"\"1\"\" above.\"",Apply online.,"","","",2019-12-13T00:00:00.000,2019-12-27T00:00:00.000,2019-12-13T00:00:00.000,54100.0,62215.0,58157.5,8115.0,"","",0
426041,HOUSING PRESERVATION & DVLPMNT,Internal,1,Administration & Internal Compliance - Budget Analyst,COMMUNITY COORDINATOR,0,"Finance, Accounting, & Procurement",F,54100,62215,Annual,100 Gold Street,Research and Reconciliation,"all candidates must have at least one year of experience as described in \"\"1\"\" above.\"",Apply online.,"","","",2019-12-13T00:00:00.000,2019-12-27T00:00:00.000,2019-12-13T00:00:00.000,54100.0,62215.0,58157.5,8115.0,"","",0
426042,HOUSING PRESERVATION & DVLPMNT,External,1,Case Manager,COMMUNITY ASSOCIATE,0,Constituent Services & Community Programs,F,38333,44083,Annual,100 Gold Street,Project Based Unit,â€¢	Excellent Communication Skills (both orally and in writing) â€¢	Strong Customer Service Focus â€¢	Computer Proficiency  â€¢	Bilingual a Plus â€¢	Section 8 or other Rental Subsidy experience a Plus,"",100 Gold Street,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",12/13/2019,2020-01-12T00:00:00.000,2019-12-13T00:00:00.000,2019-12-17T00:00:00.000,38333.0,44083.0,41208.0,5750.0,2019,"",0
426042,HOUSING PRESERVATION & DVLPMNT,Internal,1,Case Manager,COMMUNITY ASSOCIATE,0,Constituent Services & Community Programs,F,38333,44083,Annual,100 Gold Street,Project Based Unit,â€¢	Excellent Communication Skills (both orally and in writing) â€¢	Strong Customer Service Focus â€¢	Computer Proficiency  â€¢	Bilingual a Plus â€¢	Section 8 or other Rental Subsidy experience a Plus,"",100 Gold Street,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",12/13/2019,2020-01-12T00:00:00.000,2019-12-13T00:00:00.000,2019-12-17T00:00:00.000,38333.0,44083.0,41208.0,5750.0,2019,"",0
426050,HOUSING PRESERVATION & DVLPMNT,External,1,Case Manager,COMMUNITY ASSOCIATE,0,Constituent Services & Community Programs,F,38333,44083,Annual,100 Gold Street,HCV Unit,â€¢	Excellent Communication Skills (both orally and in writing) â€¢	Strong Customer Service Focus â€¢	Computer Proficiency  â€¢	Bilingual a Plus â€¢	Section 8 or other Rental Subsidy experience a Plus,"",100 Gold Street,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",12/13/2019,2020-01-12T00:00:00.000,2019-12-13T00:00:00.000,2019-12-17T00:00:00.000,38333.0,44083.0,41208.0,5750.0,2019,"",0
